# timestep	eccentricity	obliquity	LSP 
-578	7.77E-02	3.40E-01	5.37E+00
-579	7.59E-02	3.44E-01	5.25E+00
-580	7.41E-02	3.48E-01	5.14E+00
-581	7.21E-02	3.53E-01	5.02E+00
-582	7.03E-02	3.58E-01	4.90E+00
-583	6.86E-02	3.63E-01	4.77E+00
-584	6.68E-02	3.68E-01	4.64E+00
-585	6.52E-02	3.73E-01	4.51E+00
-586	6.37E-02	3.79E-01	4.38E+00
-587	6.24E-02	3.85E-01	4.24E+00
-588	6.10E-02	3.91E-01	4.10E+00
-589	5.98E-02	3.97E-01	3.97E+00
-590	5.87E-02	4.03E-01	3.83E+00
-591	5.78E-02	4.09E-01	3.68E+00
-592	5.68E-02	4.16E-01	3.54E+00
-593	5.61E-02	4.22E-01	3.39E+00
-594	5.55E-02	4.29E-01	3.24E+00
-595	5.48E-02	4.36E-01	3.10E+00
-596	5.44E-02	4.43E-01	2.95E+00
-597	5.42E-02	4.49E-01	2.80E+00
-598	5.38E-02	4.56E-01	2.65E+00
-599	5.37E-02	4.63E-01	2.50E+00
-600	5.37E-02	4.69E-01	2.35E+00
-601	5.38E-02	4.76E-01	2.20E+00
-602	5.39E-02	4.83E-01	2.05E+00
-603	5.42E-02	4.89E-01	1.91E+00
-604	5.48E-02	4.96E-01	1.76E+00
-605	5.54E-02	5.02E-01	1.61E+00
-606	5.61E-02	5.08E-01	1.47E+00
-607	5.70E-02	5.14E-01	1.32E+00
-608	5.81E-02	5.21E-01	1.18E+00
-609	5.90E-02	5.27E-01	1.05E+00
-610	6.01E-02	5.32E-01	9.14E-01
-611	6.13E-02	5.38E-01	7.82E-01
-612	6.23E-02	5.44E-01	6.51E-01
-613	6.33E-02	5.49E-01	5.25E-01
-614	6.44E-02	5.55E-01	3.98E-01
-615	6.55E-02	5.60E-01	2.71E-01
-616	6.64E-02	5.65E-01	1.46E-01
-617	6.74E-02	5.70E-01	2.10E-02
-618	6.85E-02	5.74E-01	6.18E+00
-619	6.96E-02	5.79E-01	6.06E+00
-620	7.07E-02	5.83E-01	5.93E+00
-621	7.19E-02	5.86E-01	5.81E+00
-622	7.31E-02	5.90E-01	5.69E+00
-623	7.43E-02	5.93E-01	5.57E+00
-624	7.55E-02	5.96E-01	5.45E+00
-625	7.69E-02	5.98E-01	5.33E+00
-626	7.80E-02	6.01E-01	5.21E+00
-627	7.93E-02	6.02E-01	5.10E+00
-628	8.06E-02	6.04E-01	4.98E+00
-629	8.18E-02	6.05E-01	4.87E+00
-630	8.29E-02	6.06E-01	4.75E+00
-631	8.40E-02	6.06E-01	4.64E+00
-632	8.51E-02	6.07E-01	4.53E+00
-633	8.60E-02	6.06E-01	4.41E+00
-634	8.69E-02	6.06E-01	4.30E+00
-635	8.78E-02	6.05E-01	4.19E+00
-636	8.85E-02	6.04E-01	4.08E+00
-637	8.92E-02	6.02E-01	3.96E+00
-638	8.98E-02	6.00E-01	3.85E+00
-639	9.05E-02	5.98E-01	3.73E+00
-640	9.10E-02	5.95E-01	3.62E+00
-641	9.16E-02	5.92E-01	3.50E+00
-642	9.24E-02	5.88E-01	3.38E+00
-643	9.30E-02	5.84E-01	3.27E+00
-644	9.37E-02	5.80E-01	3.15E+00
-645	9.44E-02	5.75E-01	3.04E+00
-646	9.52E-02	5.70E-01	2.92E+00
-647	9.58E-02	5.64E-01	2.81E+00
-648	9.63E-02	5.58E-01	2.70E+00
-649	9.68E-02	5.52E-01	2.58E+00
-650	9.70E-02	5.45E-01	2.47E+00
-651	9.71E-02	5.38E-01	2.36E+00
-652	9.72E-02	5.31E-01	2.25E+00
-653	9.70E-02	5.23E-01	2.13E+00
-654	9.67E-02	5.16E-01	2.02E+00
-655	9.63E-02	5.08E-01	1.90E+00
-656	9.61E-02	5.00E-01	1.79E+00
-657	9.55E-02	4.91E-01	1.67E+00
-658	9.51E-02	4.83E-01	1.55E+00
-659	9.47E-02	4.74E-01	1.43E+00
-660	9.42E-02	4.65E-01	1.32E+00
-661	9.38E-02	4.56E-01	1.20E+00
-662	9.33E-02	4.47E-01	1.08E+00
-663	9.29E-02	4.37E-01	9.65E-01
-664	9.23E-02	4.28E-01	8.50E-01
-665	9.16E-02	4.18E-01	7.35E-01
-666	9.11E-02	4.09E-01	6.22E-01
-667	9.02E-02	3.99E-01	5.08E-01
-668	8.94E-02	3.90E-01	3.97E-01
-669	8.84E-02	3.80E-01	2.86E-01
-670	8.74E-02	3.71E-01	1.75E-01
-671	8.60E-02	3.62E-01	6.56E-02
-672	8.46E-02	3.53E-01	6.24E+00
-673	8.33E-02	3.44E-01	6.13E+00
-674	8.16E-02	3.35E-01	6.02E+00
-675	8.00E-02	3.27E-01	5.91E+00
-676	7.85E-02	3.20E-01	5.80E+00
-677	7.70E-02	3.13E-01	5.68E+00
-678	7.55E-02	3.06E-01	5.57E+00
-679	7.41E-02	3.00E-01	5.46E+00
-680	7.29E-02	2.95E-01	5.35E+00
-681	7.18E-02	2.90E-01	5.24E+00
-682	7.06E-02	2.86E-01	5.14E+00
-683	6.97E-02	2.82E-01	5.03E+00
-684	6.86E-02	2.79E-01	4.93E+00
-685	6.74E-02	2.78E-01	4.82E+00
-686	6.62E-02	2.76E-01	4.72E+00
-687	6.51E-02	2.76E-01	4.61E+00
-688	6.38E-02	2.76E-01	4.51E+00
-689	6.25E-02	2.77E-01	4.40E+00
-690	6.14E-02	2.79E-01	4.28E+00
-691	6.03E-02	2.82E-01	4.16E+00
-692	5.94E-02	2.85E-01	4.04E+00
-693	5.87E-02	2.89E-01	3.91E+00
-694	5.82E-02	2.94E-01	3.78E+00
-695	5.78E-02	2.99E-01	3.65E+00
-696	5.77E-02	3.05E-01	3.52E+00
-697	5.78E-02	3.11E-01	3.39E+00
-698	5.80E-02	3.17E-01	3.25E+00
-699	5.81E-02	3.25E-01	3.12E+00
-700	5.84E-02	3.32E-01	2.98E+00
-701	5.90E-02	3.40E-01	2.85E+00
-702	5.92E-02	3.48E-01	2.71E+00
-703	5.97E-02	3.56E-01	2.58E+00
-704	6.02E-02	3.64E-01	2.45E+00
-705	6.07E-02	3.72E-01	2.31E+00
-706	6.12E-02	3.81E-01	2.18E+00
-707	6.19E-02	3.89E-01	2.04E+00
-708	6.26E-02	3.98E-01	1.90E+00
-709	6.32E-02	4.06E-01	1.77E+00
-710	6.40E-02	4.14E-01	1.63E+00
-711	6.49E-02	4.23E-01	1.50E+00
-712	6.58E-02	4.31E-01	1.36E+00
-713	6.68E-02	4.39E-01	1.23E+00
-714	6.78E-02	4.47E-01	1.10E+00
-715	6.90E-02	4.55E-01	9.70E-01
-716	7.00E-02	4.63E-01	8.41E-01
-717	7.10E-02	4.70E-01	7.16E-01
-718	7.22E-02	4.78E-01	5.93E-01
-719	7.31E-02	4.85E-01	4.69E-01
-720	7.39E-02	4.93E-01	3.49E-01
-721	7.47E-02	5.00E-01	2.29E-01
-722	7.54E-02	5.07E-01	1.09E-01
-723	7.59E-02	5.14E-01	6.27E+00
-724	7.65E-02	5.20E-01	6.15E+00
-725	7.71E-02	5.26E-01	6.04E+00
-726	7.75E-02	5.32E-01	5.92E+00
-727	7.80E-02	5.38E-01	5.80E+00
-728	7.84E-02	5.44E-01	5.68E+00
-729	7.91E-02	5.49E-01	5.56E+00
-730	7.95E-02	5.54E-01	5.44E+00
-731	8.01E-02	5.58E-01	5.33E+00
-732	8.07E-02	5.63E-01	5.21E+00
-733	8.12E-02	5.67E-01	5.10E+00
-734	8.16E-02	5.71E-01	4.98E+00
-735	8.21E-02	5.75E-01	4.87E+00
-736	8.25E-02	5.78E-01	4.76E+00
-737	8.27E-02	5.81E-01	4.65E+00
-738	8.30E-02	5.84E-01	4.53E+00
-739	8.33E-02	5.87E-01	4.42E+00
-740	8.33E-02	5.89E-01	4.31E+00
-741	8.34E-02	5.92E-01	4.20E+00
-742	8.35E-02	5.93E-01	4.09E+00
-743	8.34E-02	5.95E-01	3.98E+00
-744	8.33E-02	5.97E-01	3.87E+00
-745	8.31E-02	5.98E-01	3.76E+00
-746	8.30E-02	5.99E-01	3.65E+00
-747	8.26E-02	5.99E-01	3.54E+00
-748	8.23E-02	6.00E-01	3.42E+00
-749	8.22E-02	6.00E-01	3.31E+00
-750	8.17E-02	5.99E-01	3.20E+00
-751	8.15E-02	5.99E-01	3.08E+00
-752	8.13E-02	5.98E-01	2.97E+00
-753	8.11E-02	5.96E-01	2.86E+00
-754	8.08E-02	5.95E-01	2.74E+00
-755	8.05E-02	5.93E-01	2.63E+00
-756	8.04E-02	5.91E-01	2.52E+00
-757	8.00E-02	5.89E-01	2.40E+00
-758	7.96E-02	5.86E-01	2.29E+00
-759	7.91E-02	5.83E-01	2.18E+00
-760	7.86E-02	5.80E-01	2.06E+00
-761	7.78E-02	5.77E-01	1.95E+00
-762	7.71E-02	5.73E-01	1.83E+00
-763	7.64E-02	5.69E-01	1.71E+00
-764	7.55E-02	5.65E-01	1.60E+00
-765	7.46E-02	5.60E-01	1.48E+00
-766	7.39E-02	5.55E-01	1.35E+00
-767	7.29E-02	5.51E-01	1.23E+00
-768	7.20E-02	5.45E-01	1.11E+00
-769	7.12E-02	5.40E-01	9.83E-01
-770	7.04E-02	5.34E-01	8.55E-01
-771	6.95E-02	5.28E-01	7.27E-01
-772	6.86E-02	5.21E-01	6.00E-01
-773	6.79E-02	5.15E-01	4.71E-01
-774	6.71E-02	5.08E-01	3.40E-01
-775	6.62E-02	5.01E-01	2.08E-01
-776	6.54E-02	4.93E-01	7.74E-02
-777	6.47E-02	4.86E-01	6.23E+00
-778	6.38E-02	4.78E-01	6.09E+00
-779	6.30E-02	4.70E-01	5.96E+00
-780	6.23E-02	4.62E-01	5.83E+00
-781	6.13E-02	4.54E-01	5.69E+00
-782	6.04E-02	4.45E-01	5.55E+00
-783	5.95E-02	4.37E-01	5.41E+00
-784	5.86E-02	4.28E-01	5.27E+00
-785	5.77E-02	4.19E-01	5.12E+00
-786	5.70E-02	4.10E-01	4.98E+00
-787	5.64E-02	4.01E-01	4.83E+00
-788	5.59E-02	3.93E-01	4.68E+00
-789	5.57E-02	3.84E-01	4.53E+00
-790	5.56E-02	3.75E-01	4.39E+00
-791	5.58E-02	3.66E-01	4.24E+00
-792	5.59E-02	3.57E-01	4.10E+00
-793	5.62E-02	3.48E-01	3.96E+00
-794	5.66E-02	3.40E-01	3.82E+00
-795	5.69E-02	3.31E-01	3.69E+00
-796	5.72E-02	3.23E-01	3.56E+00
-797	5.75E-02	3.15E-01	3.43E+00
-798	5.80E-02	3.07E-01	3.30E+00
-799	5.83E-02	3.00E-01	3.17E+00
-800	5.88E-02	2.93E-01	3.05E+00
-801	5.95E-02	2.87E-01	2.93E+00
-802	6.02E-02	2.81E-01	2.81E+00
-803	6.11E-02	2.76E-01	2.69E+00
-804	6.22E-02	2.72E-01	2.58E+00
-805	6.33E-02	2.68E-01	2.46E+00
-806	6.45E-02	2.66E-01	2.36E+00
-807	6.57E-02	2.64E-01	2.26E+00
-808	6.72E-02	2.62E-01	2.16E+00
-809	6.84E-02	2.62E-01	2.06E+00
-810	6.97E-02	2.63E-01	1.97E+00
-811	7.09E-02	2.64E-01	1.88E+00
-812	7.21E-02	2.67E-01	1.79E+00
-813	7.31E-02	2.70E-01	1.70E+00
-814	7.41E-02	2.73E-01	1.60E+00
-815	7.50E-02	2.78E-01	1.51E+00
-816	7.57E-02	2.83E-01	1.42E+00
-817	7.66E-02	2.89E-01	1.32E+00
-818	7.72E-02	2.96E-01	1.22E+00
-819	7.79E-02	3.03E-01	1.12E+00
-820	7.85E-02	3.10E-01	1.02E+00
-821	7.92E-02	3.18E-01	9.16E-01
-822	8.01E-02	3.26E-01	8.10E-01
-823	8.07E-02	3.35E-01	7.02E-01
-824	8.15E-02	3.44E-01	5.95E-01
-825	8.23E-02	3.53E-01	4.89E-01
-826	8.30E-02	3.63E-01	3.80E-01
-827	8.36E-02	3.73E-01	2.74E-01
-828	8.42E-02	3.83E-01	1.69E-01
-829	8.46E-02	3.93E-01	6.08E-02
-830	8.47E-02	4.03E-01	6.24E+00
-831	8.48E-02	4.13E-01	6.13E+00
-832	8.47E-02	4.22E-01	6.02E+00
-833	8.44E-02	4.32E-01	5.91E+00
-834	8.41E-02	4.42E-01	5.80E+00
-835	8.36E-02	4.52E-01	5.69E+00
-836	8.32E-02	4.61E-01	5.58E+00
-837	8.27E-02	4.71E-01	5.46E+00
-838	8.22E-02	4.80E-01	5.35E+00
-839	8.19E-02	4.88E-01	5.23E+00
-840	8.14E-02	4.97E-01	5.12E+00
-841	8.11E-02	5.05E-01	5.00E+00
-842	8.07E-02	5.14E-01	4.89E+00
-843	8.03E-02	5.22E-01	4.77E+00
-844	7.98E-02	5.29E-01	4.66E+00
-845	7.93E-02	5.37E-01	4.55E+00
-846	7.88E-02	5.44E-01	4.44E+00
-847	7.80E-02	5.51E-01	4.32E+00
-848	7.74E-02	5.57E-01	4.21E+00
-849	7.66E-02	5.63E-01	4.10E+00
-850	7.56E-02	5.69E-01	3.99E+00
-851	7.46E-02	5.75E-01	3.88E+00
-852	7.35E-02	5.80E-01	3.77E+00
-853	7.25E-02	5.85E-01	3.66E+00
-854	7.13E-02	5.89E-01	3.54E+00
-855	7.01E-02	5.93E-01	3.43E+00
-856	6.89E-02	5.97E-01	3.32E+00
-857	6.76E-02	6.00E-01	3.20E+00
-858	6.64E-02	6.03E-01	3.09E+00
-859	6.53E-02	6.05E-01	2.97E+00
-860	6.41E-02	6.07E-01	2.85E+00
-861	6.30E-02	6.09E-01	2.73E+00
-862	6.20E-02	6.10E-01	2.61E+00
-863	6.11E-02	6.11E-01	2.50E+00
-864	6.00E-02	6.11E-01	2.38E+00
-865	5.90E-02	6.11E-01	2.26E+00
-866	5.80E-02	6.11E-01	2.14E+00
-867	5.70E-02	6.11E-01	2.03E+00
-868	5.58E-02	6.10E-01	1.91E+00
-869	5.46E-02	6.09E-01	1.79E+00
-870	5.35E-02	6.07E-01	1.67E+00
-871	5.21E-02	6.05E-01	1.54E+00
-872	5.09E-02	6.03E-01	1.42E+00
-873	4.98E-02	6.01E-01	1.29E+00
-874	4.85E-02	5.98E-01	1.16E+00
-875	4.74E-02	5.95E-01	1.03E+00
-876	4.64E-02	5.92E-01	8.93E-01
-877	4.54E-02	5.88E-01	7.53E-01
-878	4.44E-02	5.84E-01	6.13E-01
-879	4.37E-02	5.80E-01	4.72E-01
-880	4.30E-02	5.75E-01	3.29E-01
-881	4.23E-02	5.71E-01	1.80E-01
-882	4.17E-02	5.66E-01	3.32E-02
-883	4.12E-02	5.61E-01	6.17E+00
-884	4.09E-02	5.55E-01	6.02E+00
-885	4.05E-02	5.50E-01	5.86E+00
-886	4.03E-02	5.44E-01	5.71E+00
-887	4.02E-02	5.38E-01	5.55E+00
-888	4.01E-02	5.32E-01	5.39E+00
-889	4.01E-02	5.26E-01	5.24E+00
-890	4.04E-02	5.20E-01	5.08E+00
-891	4.06E-02	5.13E-01	4.92E+00
-892	4.09E-02	5.07E-01	4.76E+00
-893	4.14E-02	5.00E-01	4.61E+00
-894	4.20E-02	4.93E-01	4.45E+00
-895	4.28E-02	4.87E-01	4.29E+00
-896	4.37E-02	4.80E-01	4.13E+00
-897	4.48E-02	4.73E-01	3.98E+00
-898	4.61E-02	4.66E-01	3.83E+00
-899	4.74E-02	4.58E-01	3.68E+00
-900	4.89E-02	4.51E-01	3.54E+00
-901	5.05E-02	4.44E-01	3.40E+00
-902	5.19E-02	4.37E-01	3.26E+00
-903	5.34E-02	4.29E-01	3.13E+00
-904	5.49E-02	4.22E-01	3.00E+00
-905	5.66E-02	4.15E-01	2.87E+00
-906	5.79E-02	4.07E-01	2.74E+00
-907	5.94E-02	4.00E-01	2.62E+00
-908	6.09E-02	3.93E-01	2.49E+00
-909	6.24E-02	3.86E-01	2.37E+00
-910	6.39E-02	3.79E-01	2.25E+00
-911	6.54E-02	3.72E-01	2.13E+00
-912	6.70E-02	3.65E-01	2.01E+00
-913	6.86E-02	3.59E-01	1.90E+00
-914	7.01E-02	3.52E-01	1.78E+00
-915	7.17E-02	3.46E-01	1.67E+00
-916	7.32E-02	3.40E-01	1.56E+00
-917	7.46E-02	3.34E-01	1.46E+00
-918	7.60E-02	3.29E-01	1.36E+00
-919	7.74E-02	3.23E-01	1.25E+00
-920	7.86E-02	3.18E-01	1.16E+00
-921	7.98E-02	3.14E-01	1.06E+00
-922	8.10E-02	3.09E-01	9.64E-01
-923	8.19E-02	3.05E-01	8.70E-01
-924	8.27E-02	3.02E-01	7.79E-01
-925	8.36E-02	2.99E-01	6.88E-01
-926	8.41E-02	2.96E-01	5.98E-01
-927	8.46E-02	2.94E-01	5.10E-01
-928	8.50E-02	2.93E-01	4.22E-01
-929	8.55E-02	2.92E-01	3.33E-01
-930	8.56E-02	2.91E-01	2.45E-01
-931	8.58E-02	2.91E-01	1.56E-01
-932	8.60E-02	2.92E-01	6.98E-02
-933	8.61E-02	2.93E-01	6.26E+00
-934	8.62E-02	2.95E-01	6.18E+00
-935	8.62E-02	2.98E-01	6.09E+00
-936	8.63E-02	3.01E-01	6.00E+00
-937	8.61E-02	3.05E-01	5.91E+00
-938	8.59E-02	3.09E-01	5.83E+00
-939	8.56E-02	3.14E-01	5.74E+00
-940	8.50E-02	3.19E-01	5.65E+00
-941	8.44E-02	3.25E-01	5.56E+00
-942	8.36E-02	3.31E-01	5.47E+00
-943	8.27E-02	3.37E-01	5.38E+00
-944	8.16E-02	3.44E-01	5.29E+00
-945	8.04E-02	3.51E-01	5.19E+00
-946	7.93E-02	3.59E-01	5.09E+00
-947	7.80E-02	3.66E-01	4.99E+00
-948	7.67E-02	3.74E-01	4.89E+00
-949	7.55E-02	3.82E-01	4.79E+00
-950	7.42E-02	3.91E-01	4.68E+00
-951	7.27E-02	3.99E-01	4.58E+00
-952	7.14E-02	4.08E-01	4.48E+00
-953	7.01E-02	4.16E-01	4.37E+00
-954	6.86E-02	4.25E-01	4.26E+00
-955	6.72E-02	4.34E-01	4.15E+00
-956	6.58E-02	4.43E-01	4.04E+00
-957	6.42E-02	4.52E-01	3.93E+00
-958	6.26E-02	4.60E-01	3.83E+00
-959	6.10E-02	4.69E-01	3.72E+00
-960	5.95E-02	4.78E-01	3.60E+00
-961	5.76E-02	4.86E-01	3.49E+00
-962	5.58E-02	4.95E-01	3.38E+00
-963	5.41E-02	5.03E-01	3.27E+00
-964	5.22E-02	5.11E-01	3.15E+00
-965	5.03E-02	5.19E-01	3.04E+00
-966	4.83E-02	5.27E-01	2.92E+00
-967	4.65E-02	5.34E-01	2.80E+00
-968	4.46E-02	5.41E-01	2.68E+00
-969	4.28E-02	5.48E-01	2.55E+00
-970	4.11E-02	5.55E-01	2.42E+00
-971	3.94E-02	5.61E-01	2.29E+00
-972	3.79E-02	5.67E-01	2.16E+00
-973	3.65E-02	5.73E-01	2.03E+00
-974	3.51E-02	5.78E-01	1.89E+00
-975	3.37E-02	5.83E-01	1.76E+00
-976	3.23E-02	5.88E-01	1.62E+00
-977	3.10E-02	5.93E-01	1.48E+00
-978	2.97E-02	5.97E-01	1.34E+00
-979	2.83E-02	6.00E-01	1.20E+00
-980	2.71E-02	6.03E-01	1.05E+00
-981	2.60E-02	6.06E-01	8.87E-01
-982	2.49E-02	6.09E-01	7.24E-01
-983	2.40E-02	6.11E-01	5.57E-01
-984	2.34E-02	6.12E-01	3.78E-01
-985	2.28E-02	6.14E-01	1.98E-01
-986	2.25E-02	6.14E-01	1.92E-02
-987	2.25E-02	6.15E-01	6.12E+00
-988	2.25E-02	6.15E-01	5.93E+00
-989	2.27E-02	6.14E-01	5.76E+00
-990	2.31E-02	6.13E-01	5.58E+00
-991	2.37E-02	6.12E-01	5.41E+00
-992	2.44E-02	6.11E-01	5.24E+00
-993	2.51E-02	6.09E-01	5.07E+00
-994	2.60E-02	6.06E-01	4.91E+00
-995	2.71E-02	6.04E-01	4.75E+00
-996	2.81E-02	6.00E-01	4.60E+00
-997	2.94E-02	5.97E-01	4.46E+00
-998	3.06E-02	5.93E-01	4.31E+00
-999	3.18E-02	5.89E-01	4.17E+00
-1000	3.31E-02	5.85E-01	4.03E+00
-1001	3.46E-02	5.80E-01	3.89E+00
-1002	3.60E-02	5.75E-01	3.76E+00
-1003	3.74E-02	5.70E-01	3.62E+00
-1004	3.90E-02	5.64E-01	3.49E+00
-1005	4.08E-02	5.59E-01	3.37E+00
-1006	4.24E-02	5.53E-01	3.24E+00
-1007	4.42E-02	5.46E-01	3.12E+00
-1008	4.59E-02	5.40E-01	3.00E+00
-1009	4.78E-02	5.33E-01	2.88E+00
-1010	4.94E-02	5.26E-01	2.76E+00
-1011	5.12E-02	5.19E-01	2.65E+00
-1012	5.29E-02	5.12E-01	2.54E+00
-1013	5.43E-02	5.05E-01	2.43E+00
-1014	5.58E-02	4.98E-01	2.32E+00
-1015	5.74E-02	4.91E-01	2.21E+00
-1016	5.87E-02	4.83E-01	2.09E+00
-1017	6.01E-02	4.76E-01	1.98E+00
-1018	6.14E-02	4.68E-01	1.87E+00
-1019	6.28E-02	4.61E-01	1.76E+00
-1020	6.42E-02	4.54E-01	1.65E+00
-1021	6.55E-02	4.46E-01	1.54E+00
-1022	6.69E-02	4.39E-01	1.44E+00
-1023	6.81E-02	4.32E-01	1.33E+00
-1024	6.93E-02	4.25E-01	1.23E+00
-1025	7.05E-02	4.18E-01	1.12E+00
-1026	7.17E-02	4.11E-01	1.02E+00
-1027	7.25E-02	4.05E-01	9.19E-01
-1028	7.35E-02	3.98E-01	8.19E-01
-1029	7.45E-02	3.92E-01	7.19E-01
-1030	7.52E-02	3.86E-01	6.19E-01
-1031	7.58E-02	3.80E-01	5.22E-01
-1032	7.65E-02	3.74E-01	4.24E-01
-1033	7.69E-02	3.69E-01	3.26E-01
-1034	7.73E-02	3.64E-01	2.31E-01
-1035	7.76E-02	3.59E-01	1.35E-01
-1036	7.78E-02	3.54E-01	3.95E-02
-1037	7.78E-02	3.50E-01	6.23E+00
-1038	7.77E-02	3.46E-01	6.13E+00
-1039	7.76E-02	3.43E-01	6.04E+00
-1040	7.74E-02	3.40E-01	5.94E+00
-1041	7.70E-02	3.37E-01	5.85E+00
-1042	7.66E-02	3.35E-01	5.75E+00
-1043	7.63E-02	3.33E-01	5.66E+00
-1044	7.57E-02	3.31E-01	5.56E+00
-1045	7.52E-02	3.30E-01	5.47E+00
-1046	7.47E-02	3.29E-01	5.38E+00
-1047	7.38E-02	3.28E-01	5.28E+00
-1048	7.30E-02	3.28E-01	5.19E+00
-1049	7.20E-02	3.28E-01	5.10E+00
-1050	7.10E-02	3.29E-01	5.01E+00
-1051	6.97E-02	3.29E-01	4.92E+00
-1052	6.83E-02	3.31E-01	4.82E+00
-1053	6.70E-02	3.32E-01	4.73E+00
-1054	6.54E-02	3.34E-01	4.63E+00
-1055	6.39E-02	3.36E-01	4.53E+00
-1056	6.23E-02	3.38E-01	4.44E+00
-1057	6.07E-02	3.41E-01	4.33E+00
-1058	5.89E-02	3.44E-01	4.23E+00
-1059	5.72E-02	3.47E-01	4.13E+00
-1060	5.56E-02	3.51E-01	4.03E+00
-1061	5.37E-02	3.55E-01	3.92E+00
-1062	5.19E-02	3.59E-01	3.82E+00
-1063	5.01E-02	3.63E-01	3.71E+00
-1064	4.82E-02	3.67E-01	3.60E+00
-1065	4.63E-02	3.72E-01	3.49E+00
-1066	4.44E-02	3.77E-01	3.37E+00
-1067	4.25E-02	3.82E-01	3.26E+00
-1068	4.06E-02	3.87E-01	3.14E+00
-1069	3.87E-02	3.92E-01	3.02E+00
-1070	3.69E-02	3.98E-01	2.90E+00
-1071	3.50E-02	4.03E-01	2.77E+00
-1072	3.31E-02	4.09E-01	2.64E+00
-1073	3.13E-02	4.15E-01	2.51E+00
-1074	2.96E-02	4.21E-01	2.36E+00
-1075	2.77E-02	4.27E-01	2.22E+00
-1076	2.60E-02	4.33E-01	2.07E+00
-1077	2.45E-02	4.39E-01	1.91E+00
-1078	2.30E-02	4.45E-01	1.74E+00
-1079	2.18E-02	4.51E-01	1.56E+00
-1080	2.07E-02	4.57E-01	1.38E+00
-1081	1.99E-02	4.63E-01	1.18E+00
-1082	1.92E-02	4.69E-01	9.90E-01
-1083	1.87E-02	4.76E-01	7.93E-01
-1084	1.84E-02	4.82E-01	5.98E-01
-1085	1.83E-02	4.88E-01	3.93E-01
-1086	1.82E-02	4.94E-01	1.97E-01
-1087	1.83E-02	5.00E-01	3.81E-03
-1088	1.87E-02	5.06E-01	6.10E+00
-1089	1.91E-02	5.12E-01	5.90E+00
-1090	1.97E-02	5.17E-01	5.73E+00
-1091	2.04E-02	5.23E-01	5.56E+00
-1092	2.13E-02	5.28E-01	5.39E+00
-1093	2.21E-02	5.34E-01	5.23E+00
-1094	2.31E-02	5.39E-01	5.09E+00
-1095	2.41E-02	5.44E-01	4.94E+00
-1096	2.51E-02	5.49E-01	4.80E+00
-1097	2.60E-02	5.53E-01	4.68E+00
-1098	2.70E-02	5.58E-01	4.55E+00
-1099	2.81E-02	5.62E-01	4.42E+00
-1100	2.89E-02	5.66E-01	4.30E+00
-1101	2.99E-02	5.70E-01	4.19E+00
-1102	3.09E-02	5.73E-01	4.07E+00
-1103	3.19E-02	5.77E-01	3.95E+00
-1104	3.28E-02	5.80E-01	3.84E+00
-1105	3.38E-02	5.82E-01	3.74E+00
-1106	3.47E-02	5.85E-01	3.63E+00
-1107	3.56E-02	5.87E-01	3.52E+00
-1108	3.65E-02	5.89E-01	3.42E+00
-1109	3.74E-02	5.91E-01	3.31E+00
-1110	3.81E-02	5.92E-01	3.21E+00
-1111	3.90E-02	5.93E-01	3.11E+00
-1112	3.99E-02	5.94E-01	3.00E+00
-1113	4.06E-02	5.94E-01	2.90E+00
-1114	4.15E-02	5.94E-01	2.80E+00
-1115	4.23E-02	5.94E-01	2.70E+00
-1116	4.33E-02	5.93E-01	2.59E+00
-1117	4.42E-02	5.92E-01	2.49E+00
-1118	4.51E-02	5.91E-01	2.39E+00
-1119	4.60E-02	5.89E-01	2.29E+00
-1120	4.68E-02	5.87E-01	2.19E+00
-1121	4.75E-02	5.85E-01	2.10E+00
-1122	4.83E-02	5.82E-01	2.00E+00
-1123	4.90E-02	5.79E-01	1.90E+00
-1124	4.95E-02	5.76E-01	1.80E+00
-1125	5.02E-02	5.72E-01	1.70E+00
-1126	5.09E-02	5.68E-01	1.60E+00
-1127	5.13E-02	5.64E-01	1.49E+00
-1128	5.19E-02	5.60E-01	1.39E+00
-1129	5.24E-02	5.55E-01	1.29E+00
-1130	5.29E-02	5.50E-01	1.19E+00
-1131	5.34E-02	5.45E-01	1.09E+00
-1132	5.39E-02	5.40E-01	9.85E-01
-1133	5.43E-02	5.34E-01	8.81E-01
-1134	5.46E-02	5.28E-01	7.78E-01
-1135	5.49E-02	5.22E-01	6.76E-01
-1136	5.53E-02	5.16E-01	5.73E-01
-1137	5.54E-02	5.10E-01	4.68E-01
-1138	5.55E-02	5.04E-01	3.66E-01
-1139	5.57E-02	4.97E-01	2.64E-01
-1140	5.58E-02	4.90E-01	1.58E-01
-1141	5.57E-02	4.84E-01	5.60E-02
-1142	5.57E-02	4.77E-01	6.24E+00
-1143	5.57E-02	4.70E-01	6.13E+00
-1144	5.54E-02	4.64E-01	6.03E+00
-1145	5.51E-02	4.57E-01	5.93E+00
-1146	5.46E-02	4.50E-01	5.83E+00
-1147	5.42E-02	4.44E-01	5.72E+00
-1148	5.35E-02	4.37E-01	5.62E+00
-1149	5.28E-02	4.31E-01	5.51E+00
-1150	5.22E-02	4.24E-01	5.41E+00
-1151	5.13E-02	4.18E-01	5.30E+00
-1152	5.05E-02	4.13E-01	5.20E+00
-1153	4.97E-02	4.07E-01	5.09E+00
